"track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","multiple_artist","top100","rank","Major","Minor","CSharp","FSharp","D","ASharp","GSharp","G","B","A","E","DSharp","F","taylor_swift","bad_bunny","the_weeknd","drake","peso_pluma"
"Dos Mil 16","bad bunny",1,2022,5,6,892,3,338422004,10,24,11,0,0,130,82,50,67,12,0,13,5,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Classy 101","feid, young miko",2,2023,3,31,2610,40,335222234,43,100,54,14,187,100,86,67,66,14,0,12,16,1,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Players","coi leray",1,2022,11,30,4096,6,335074782,118,48,143,0,240,105,95,62,52,3,0,5,16,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Music For a Sushi Restaurant","harry styles",1,2022,5,20,4449,1,334733572,80,11,66,0,1,107,72,36,72,26,6,11,4,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"La Llevo Al Cielo (Ft. ï¿½ï¿½engo F","nengo flow, anuel aa, chris jedi, chencho corleone",4,2022,5,20,3559,3,333146475,36,1,31,0,1,170,80,77,85,11,0,17,14,1,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"STAR WALKIN' (League of Legends Worlds Anthem)","lil nas x",1,2022,9,22,2616,0,332506354,113,17,208,0,192,142,64,31,72,15,0,9,5,0,0,"Top 500",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"cï¿½ï¿½mo dormi","rels b",1,2022,8,4,1452,35,331511413,16,15,20,0,0,126,63,56,43,24,0,12,23,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Run BTS","bts",1,2022,6,10,736,0,330881149,5,132,17,0,3,77,72,70,82,2,0,4,17,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Por las Noches","peso pluma",1,2021,6,11,457,24,330346424,8,116,4,3,2,92,81,39,60,31,0,7,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Bejeweled","taylor swift",1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,70,39,56,6,0,9,7,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Excuses","intense, ap dhillon, gurinder gill",3,2020,7,24,272,4,327498031,7,21,2,0,0,95,84,49,72,8,0,15,8,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Sacrifice","the weeknd",1,2022,1,7,4440,0,326792833,81,77,133,0,NA,122,70,91,79,3,0,7,10,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"10:35","tiï¿½ï¿½sto, tate m",2,2022,11,1,4942,26,325592432,190,104,147,18,63,120,70,70,79,7,0,18,10,1,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"JGL","luis r conriquez, la adictiva",2,2022,2,18,782,9,323455692,15,33,6,1,0,113,70,97,59,55,0,27,12,1,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Snow On The Beach (feat. Lana Del Rey)","taylor swift, lana del rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,66,19,32,69,0,12,4,1,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack]","bts, jung kook, fifa sound",3,2022,11,20,889,20,323358833,11,78,35,0,21,115,71,34,88,16,0,44,4,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GATï¿½ï¿½","maldy, karol g",2,2022,8,25,3328,13,322336177,39,50,57,3,1,93,63,34,86,26,0,21,39,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ya No Somos Ni Seremos","christian nodal",1,2022,2,18,866,16,319757142,27,84,32,7,11,140,59,73,45,44,0,34,3,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Maan Meri Jaan","king",1,2022,10,12,288,6,319566866,11,80,1,0,8,96,70,40,51,35,0,10,4,0,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Otro Atardecer","bad bunny, the marï¿½ï",2,2022,5,6,1681,7,319546754,10,30,13,0,33,108,78,55,60,59,0,7,4,1,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Maroon","taylor swift",1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,64,4,40,6,0,10,6,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Christmas Tree","v",1,2021,12,24,509,9,317622165,8,106,6,0,8,139,44,18,38,70,0,12,4,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Yo No Soy Celoso","bad bunny",1,2022,5,6,1179,0,313113297,7,21,11,0,0,142,87,93,59,28,0,17,5,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"La Zona","bad bunny",1,2020,2,29,1188,0,312622938,13,1,15,0,1,94,76,81,80,20,0,25,4,0,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Satellite","harry styles",1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,58,30,46,14,0,9,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pushin P (feat. Young Thug)","young thug, future, gunna",3,2022,1,7,3517,0,311395144,54,28,43,0,0,78,77,49,42,1,1,13,19,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shirt","sza",1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,82,55,45,15,3,9,10,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Besos Moja2","wisin & yandel, rosalï¿½",2,2022,9,29,2460,13,309483971,53,7,56,3,1,94,74,64,73,6,0,10,6,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ULTRA SOLO","polima westcoast, pailita",2,2022,2,14,1367,0,307752576,48,4,34,1,0,110,80,26,85,23,0,11,21,1,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fin de Semana","oscar maydon, junior h",2,2023,1,13,592,14,307370144,11,84,6,1,30,98,70,37,54,6,0,9,8,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOVE DIVE","ive",1,2022,4,5,753,8,305771063,28,124,13,0,1,118,70,54,71,0,0,33,4,0,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Me Fui de Vacaciones","bad bunny",1,2022,5,6,1443,0,305650299,9,11,22,1,0,85,71,43,65,23,0,9,5,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"Gato de Noche","nengo flow, bad bunny",2,2022,12,22,2651,30,304118600,21,55,32,3,0,94,89,61,66,17,0,36,16,1,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"PUNTO 40","baby rasta, rauw alejandro",2,2022,9,22,3006,12,304079786,54,32,66,2,0,107,87,20,83,0,4,31,9,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WHERE SHE GOES","bad bunny",1,2023,5,18,3133,50,303236322,84,133,87,15,425,144,65,23,80,14,63,11,6,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"SPIT IN MY FACE!","thxsomch",1,2022,10,31,629,14,303216294,32,3,9,0,0,94,73,65,79,5,2,11,6,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Yet To Come","bts",1,2022,6,10,829,0,302006641,32,110,26,0,0,172,56,68,89,4,0,33,19,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPIT IN MY FACE!","thxsomch",1,2022,10,31,573,0,301869854,1,0,18,0,24,166,70,57,57,9,20,11,7,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"N95","kendrick lamar",1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,81,39,66,38,0,12,14,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ANTIFRAGILE","le sserafim",1,2022,10,17,761,12,301051721,23,95,11,0,3,105,88,82,80,8,0,11,8,0,0,"Top 500",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Where Did You Go?","mnek, jax jones",2,2022,1,26,4531,0,300983101,135,74,119,1,18,127,77,53,78,19,0,29,4,1,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Chale","eden muï¿½ï",1,2022,2,18,695,11,299648208,16,41,13,1,1,189,55,86,44,40,0,7,4,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sweetest Pie","dua lipa, megan thee stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,0,124,81,68,63,17,0,10,22,1,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"LET GO","central cee",1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,74,51,45,86,0,21,38,0,0,"Top 500",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","rihanna",1,2022,10,28,3311,0,297328960,129,31,212,1,41,177,25,17,30,90,0,13,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra)","perry como, the fontane sisters, mitchell ayres & his orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,73,72,32,77,0,15,5,1,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Numb","marshmello, khalid",2,2022,6,10,3879,2,295307001,107,76,86,1,9,120,91,63,77,12,1,10,5,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Siempre Pendientes","peso pluma, luis r conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,0,136,77,71,75,33,1,13,4,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"CAIRO","karol g, ovy on the drums",2,2022,11,13,2418,26,294352144,52,66,55,1,16,115,95,43,69,47,0,9,31,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Last Last","burna boy",1,2022,5,12,4526,12,293466523,156,275,150,3,128,88,80,55,56,13,0,8,9,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ceilings","lizzy mcalpine",1,2022,4,8,3242,9,293186992,67,55,48,0,6,148,51,27,33,48,0,22,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Mal Feito - Ao Vivo","marï¿½ï¿½lia mendonï¿½ï¿½a, hugo & g",2,2022,1,14,971,2,291709698,35,104,93,1,0,124,73,68,83,55,0,90,7,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daylight","harry styles",1,2022,5,20,2775,0,290833204,21,11,40,0,0,146,69,63,45,48,0,18,4,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Every Summertime","niki",1,2021,8,10,1211,2,290228626,30,2,5,0,6,79,63,76,67,38,0,6,4,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ch y la Pizza","fuerza regida, natanael cano",2,2022,12,1,536,10,288101651,10,72,8,3,14,149,66,85,60,40,0,14,13,1,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"El Rescate","grupo marca registrada, junior h",2,2022,7,22,527,4,287278853,10,43,3,1,0,99,79,64,59,28,0,11,14,1,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It'll Be Okay","shawn mendes",1,2021,12,1,1950,0,287201015,56,8,104,0,10,78,40,7,29,62,0,9,3,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Crazy What Love Can Do","david guetta, ella henderson, becky hill",3,2022,3,18,5290,0,286739476,139,73,142,0,5,123,60,46,71,3,0,16,4,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Too Many Nights (feat. Don Toliver & with Future)","future, metro boomin, don toliver",3,2022,12,2,2110,58,286400165,17,119,19,2,266,88,68,17,71,15,0,11,5,1,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nobody Gets Me","sza",1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,36,28,28,81,0,18,3,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Radio","lana del rey",1,2011,1,1,9389,46,284819874,24,122,282,3,368,150,42,20,86,21,0,9,9,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"How Do I Say Goodbye","dean lewis",1,2022,8,5,2163,15,284785823,72,97,58,0,154,82,40,39,64,21,0,7,7,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pasoori","shae gill, ali sethi",2,2022,2,6,349,6,284249832,10,22,3,0,0,92,71,67,60,7,0,6,4,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hold Me Closer","elton john, britney spears",2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,67,49,77,11,0,19,11,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aguacero","bad bunny",1,2022,5,6,829,0,283359161,4,15,10,0,0,121,86,67,65,42,0,35,7,0,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Un Verano Sin Ti","bad bunny",1,2022,5,6,1004,1,283332261,8,12,9,0,0,188,50,41,50,69,0,12,6,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"Forever","labrinth",1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,56,19,46,92,72,11,3,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ensï¿½ï¿½ï¿½ï¿½ame ","bad bunny",1,2022,5,6,1112,3,279737940,7,25,12,0,0,105,81,77,79,19,0,47,8,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ULTRA SOLO REMIX","de la ghetto, feid, polima westcoast, paloma mami, pailita",5,2022,6,16,2341,0,279717388,37,2,38,2,0,110,91,59,82,8,0,6,8,1,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ferxxo 100","feid",1,2022,6,3,1647,30,278920007,20,49,23,2,2,164,70,58,57,25,0,15,7,0,0,"Top 500",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BILLIE EILISH.","armani white",1,2022,1,20,2537,0,277132266,49,1,67,11,1,100,90,75,50,11,0,9,26,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Trance (with Travis Scott & Young Thug)","travis scott, young thug, metro boomin",3,2022,12,2,1682,46,276259178,24,90,30,1,176,119,75,48,53,18,0,18,34,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Caile","luar la l",1,2020,12,18,1494,2,273914335,17,12,15,0,0,122,70,46,76,30,0,9,45,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Little Freak","harry styles",1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,56,40,54,72,0,10,4,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pantysito","feid, alejo, robi",3,2022,3,18,2995,0,273005485,49,17,30,0,0,98,83,63,74,14,0,16,6,1,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Low","sza",1,2022,12,9,1911,0,272377463,23,71,14,0,9,145,70,34,55,43,0,16,6,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cooped Up (with Roddy Ricch)","post malone, roddy ricch",2,2022,5,12,2942,0,271666301,42,28,43,0,0,125,50,39,78,4,0,11,33,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leï¿½","marï¿½ï¿½lia mendo",1,2022,12,9,993,4,267789608,30,84,88,1,28,130,74,79,87,45,0,30,3,0,0,"Top 950",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Surface Pressure","jessica darrow",1,2021,11,19,1756,0,267758538,38,48,20,0,0,180,65,37,58,2,0,4,31,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"X SI VOLVEMOS","karol g, romeo santos",2,2023,2,2,2127,33,266624541,45,80,53,8,4,178,79,58,78,34,0,11,25,1,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Car's Outside","james arthur",1,2019,10,18,794,10,265882712,38,25,61,0,263,150,34,24,56,4,0,11,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"After LIKE","ive",1,2022,8,22,767,12,265548837,20,129,11,0,12,125,68,80,92,10,0,9,12,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Attention","newjeans",1,2022,8,1,799,12,264717480,14,141,9,0,1,105,81,70,65,24,0,8,4,0,0,"Top 950",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vai Lï¿½ï¿½ Em Casa ","marï¿½ï¿½lia mendonï¿½ï¿½a, george henrique &",2,2021,10,22,772,0,263894529,7,3,89,0,0,158,46,62,83,53,0,97,28,1,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Monï¿½ï¿½y so","yeat",1,2021,9,10,1473,0,263779030,2,0,12,0,10,138,69,35,57,12,0,10,9,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bombonzinho - Ao Vivo","israel & rodolffo, ana castela",2,2022,11,3,1254,6,263453310,26,69,73,2,6,158,65,72,95,31,0,92,5,1,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ojos Marrones","lasso",1,2022,2,6,795,11,263280370,26,18,15,1,4,120,81,72,65,4,0,14,4,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Salimo de Noche","trueno, tiago pzk",2,2021,10,21,1057,0,261414174,17,5,21,0,0,84,67,78,63,29,0,12,5,1,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Peru","ed sheeran, fireboy dml",2,2021,12,23,2999,0,261286503,60,17,154,0,22,108,96,71,42,57,0,8,9,1,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"My Only Wish (This Year)","britney spears",1,2000,11,7,6952,0,261116938,115,53,286,0,0,147,67,69,72,17,0,19,3,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Numb Little Bug","em beihold",1,2022,1,28,2026,0,258714692,47,3,42,12,6,85,74,61,52,30,0,26,9,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Esqueï¿½ï¿½a-Me Se For C","marï¿½ï¿½lia mendonï¿½ï¿½a, maiara &",2,2021,10,14,580,0,258316038,24,92,93,0,0,122,80,62,69,28,0,13,7,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Moonlight","kali uchis",1,2023,2,24,2649,42,256483385,67,79,57,1,615,137,64,88,72,51,0,17,5,0,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"El Gordo Trae El Mando","chino pacas",1,2023,1,27,539,21,255932395,7,71,4,2,13,140,74,96,80,18,0,5,5,0,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"When You're Gone","shawn mendes",1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,60,58,69,2,0,58,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"PUFFIN ON ZOOTIEZ","future",1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,88,28,66,6,0,13,31,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Vigilante Shit","taylor swift",1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,80,16,28,17,0,12,39,0,0,"Top 950",0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"Down Under (feat. Colin Hay)","luude, colin hay",2,2021,11,19,3541,2,252871192,57,13,50,1,7,172,31,4,86,1,0,28,17,1,0,"Top 950",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Coco Chanel","bad bunny, eladio carrion",2,2023,3,17,1962,38,250305248,28,89,29,5,82,150,68,14,76,4,0,10,4,1,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Villano Antillano: Bzrp Music Sessions, Vol. 51","bizarrap, villano antillano",2,2022,6,8,1401,0,248511839,26,16,17,0,1,128,82,42,75,6,0,63,6,1,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rara Vez","taiu, milo j",2,2023,2,8,893,38,248088961,19,23,24,3,88,120,84,96,71,18,0,34,17,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ELEVEN","ive",1,2021,12,1,521,1,247737946,17,89,11,0,0,120,83,59,73,6,0,5,11,0,0,"Top 950",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2 Be Loved (Am I Ready)","lizzo",1,2022,7,14,3682,6,247689123,41,0,158,2,68,156,72,92,77,9,0,8,11,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Die For You","joji",1,2022,11,4,1703,0,246390068,38,45,36,16,0,148,47,15,52,38,13,29,5,0,0,"Top 950",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Stay Alive (Prod. SUGA of BTS)","jung kook",1,2022,2,11,590,5,246376690,4,113,20,0,1,130,51,50,76,30,0,10,7,0,0,"Top 950",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agosto","bad bunny",1,2022,5,6,897,0,246127838,6,20,8,0,0,115,85,72,58,9,0,49,12,0,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","quevedo, la pantera, juseph, cruz cafunï¿½ï¿½, bï¿½ï¿½jo, abhir hathi",7,2022,1,14,1034,1,245400167,19,5,12,0,0,174,67,74,75,44,0,7,30,1,0,"Top 950",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Run Rudolph Run - Single Version","chuck berry",1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,69,94,71,79,0,7,8,0,0,"Top 950",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"TO THE MOON","jnr choi",1,2021,11,5,2979,0,245095641,44,0,159,0,0,144,74,39,65,5,1,11,35,0,0,"Top 950",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"THE SHADE","rex orange county",1,2022,3,11,1189,6,244928911,17,10,16,0,4,120,90,73,51,39,0,9,6,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"San Lucas","kevin kaarl",1,2019,11,7,407,1,244891912,5,0,5,0,0,92,58,27,36,86,0,9,3,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Afraid To Feel","lf system",1,2022,5,2,5898,5,244790012,129,55,128,0,101,128,58,68,91,2,0,27,11,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Thousand Miles","the kid laroi",1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,38,20,66,9,0,9,8,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Heart To Heart","mac demarco",1,2019,5,10,1640,0,244658767,27,27,29,1,1,150,90,64,14,67,35,11,10,0,0,"Top 950",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"B.O.T.A. (Baddest Of Them All) - Edit","interplanetary criminal, eliza rose",2,2022,6,15,5153,6,244585109,102,53,113,12,0,137,74,71,89,24,61,15,5,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christmas (Baby Please Come Home)","darlene love",1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,34,35,76,39,0,8,5,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Don't You Worry","david guetta, shakira, black eyed peas",3,2022,6,16,2442,0,240918092,81,4,248,1,6,132,82,49,88,20,0,21,3,1,0,"Top 950",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Ginseng Strip 2002","yung lean",1,2013,8,16,4310,0,240769997,13,0,113,1,3,115,60,37,71,8,0,48,4,0,0,"Top 950",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malvadï¿½ï¿","xamï¿½ï¿½, gustah, neo b",3,2021,11,30,648,1,240684449,14,3,81,0,0,133,82,52,61,38,0,14,27,1,0,"Top 950",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Plan A","paulo londra",1,2022,3,23,1105,0,240661097,32,0,19,0,0,174,58,56,83,5,0,7,4,0,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With you","ha sung woon, jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,53,14,43,64,0,13,3,1,0,"Top 950",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Forget Me","lewis capaldi",1,2022,9,9,2520,4,239411309,93,95,84,9,202,102,67,72,74,30,0,36,4,0,0,"Top 950",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hold My Hand","lady gaga",1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,51,21,63,5,0,41,3,0,0,"Top 950",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
