"track_name","artist.s._name","artist_count","released_year","released_month","released_day","in_spotify_playlists","in_spotify_charts","streams","in_apple_playlists","in_apple_charts","in_deezer_playlists","in_deezer_charts","in_shazam_charts","bpm","danceability_.","valence_.","energy_.","acousticness_.","instrumentalness_.","liveness_.","speechiness_.","multiple_artist","top100","rank","Major","Minor","CSharp","FSharp","D","ASharp","GSharp","G","B","A","E","DSharp","F","taylor_swift","bad_bunny","the_weeknd","drake","peso_pluma"
"Feliz Navidad","josï¿½ï¿½ felic",1,1970,11,1,3788,0,520034544,21,3,10,0,0,148,50,96,82,47,0,34,4,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Die For You - Remix","ariana grande, the weeknd",2,2023,2,24,3408,47,518745108,87,86,74,1,16,67,53,50,53,23,0,44,7,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Get Into It (Yuh)","doja cat",1,2021,6,25,4999,0,516784627,43,19,73,12,0,92,91,79,66,32,0,9,16,0,0,"Top 500",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sobrio","maluma",1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,76,63,77,14,0,15,22,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Tacones Rojos","sebastian yatra",1,2021,10,22,3047,9,510876816,77,31,85,5,28,123,75,93,86,8,0,14,3,0,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sky","playboi carti",1,2020,12,25,3297,3,506778838,25,3,52,0,1,140,79,56,91,26,0,13,21,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"un x100to","bad bunny, grupo frontera",2,2023,4,17,2876,40,505671438,41,205,54,12,251,83,57,56,72,23,0,27,5,1,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Made You Look","meghan trainor",1,2022,10,21,3956,6,502574952,142,23,127,3,16,145,84,88,53,35,0,8,7,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Life Goes On","oliver tree",1,2020,7,17,2868,0,501541661,43,15,116,0,NA,80,70,57,49,19,0,12,8,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Light Switch","charlie puth",1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,69,91,63,11,0,9,31,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ain't Shit","doja cat",1,2021,6,25,3436,0,499710590,32,6,46,0,1,124,86,62,49,51,0,35,21,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Swim","chase atlantic",1,2017,10,4,2742,0,498960285,5,1,62,0,0,120,67,8,54,27,0,8,4,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Miss You","robin schulz, oliver tree",2,2022,8,5,5730,10,497225336,108,16,197,3,165,145,59,20,74,1,0,15,5,1,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cupid - Twin Ver.","fifty fifty",1,2023,2,24,2942,77,496795686,91,212,78,6,0,120,78,76,59,43,0,34,3,0,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Boyfriend","dove cameron",1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,35,23,61,23,0,19,6,0,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Way 2 Sexy (with Future & Young Thug)","drake, future, young thug",3,2021,9,3,5481,0,489945871,144,30,86,0,0,136,80,33,60,0,0,32,14,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Lavender Haze","taylor swift",1,2022,10,21,3763,8,488386797,51,43,38,10,1,97,73,10,44,26,0,16,8,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"Underneath the Tree","kelly clarkson",1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,51,69,81,0,0,21,5,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Doja","central cee",1,2022,7,20,4169,44,482257456,57,44,183,1,11,140,91,97,57,38,0,40,29,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Shut Down","blackpink",1,2022,9,16,1524,17,482175240,53,120,62,0,2,110,82,67,69,0,0,18,4,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Do They Know It's Christmas? - 1984 Version","band aid",1,1984,11,25,14169,0,481697415,209,30,449,0,0,115,60,23,57,0,2,27,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sex, Drugs, Etc.","beach weather",1,2016,11,4,3006,16,480507035,47,60,87,12,124,144,57,47,84,1,1,52,4,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"La Corriente","tony dize, bad bunny",2,2022,5,6,1796,8,479655659,8,25,18,1,0,196,66,58,79,23,0,22,20,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"LA INOCENTE","feid, mora",2,2022,4,1,2598,37,477033549,28,57,43,8,85,92,76,46,79,31,0,7,6,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Holly Jolly Christmas","michael bublï¿",1,2011,10,14,7655,0,476244795,5,0,291,0,0,151,65,70,47,87,0,9,4,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Let It Snow! Let It Snow! Let It Snow!","frank sinatra, b. swanson quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,60,86,32,88,0,34,6,1,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOKERA","brray, rauw alejandro, lyanno",3,2022,7,25,3301,30,471819764,72,64,64,6,3,102,83,58,83,21,0,10,5,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Mount Everest","labrinth",1,2019,6,21,5443,0,467727006,45,1,80,0,12,89,46,43,43,23,8,8,22,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lovers Rock","tv girl",1,2014,6,5,6339,13,466231982,3,1,36,1,37,105,56,57,87,0,1,10,4,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Oh My God","adele",1,2021,11,19,4431,0,466214729,105,7,199,0,0,88,53,55,73,9,0,3,5,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cï¿½ï¿½","rauw alejandro",1,2021,6,25,2636,3,465959382,36,82,39,0,5,102,77,26,63,58,0,11,5,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"AMG","natanael cano, gabito ballesteros, peso pluma",3,2022,11,24,995,19,463564958,12,117,9,5,3,136,77,79,73,15,0,27,10,1,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Ferrari","james hype, miggy dela rosa",2,2022,3,14,7758,28,462791599,173,79,175,0,168,125,84,70,69,1,0,5,5,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Despuï¿½ï¿½s de la P","bad bunny",1,2022,5,6,2229,0,461558540,27,44,24,0,5,78,56,61,90,36,0,18,31,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"NEW MAGIC WAND","tyler, the creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,62,46,73,10,0,67,11,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Happy Xmas (War Is Over)","john lennon, the harlem community choir, the plastic ono band, yoko ono",4,1971,12,1,10829,0,460492795,130,1,390,0,0,147,33,39,61,32,0,77,3,1,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Normal","feid",1,2022,7,8,2461,36,459276435,47,66,45,5,6,170,71,59,56,4,0,27,12,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Just Wanna Rock","lil uzi vert",1,2022,10,17,3995,13,457184829,72,27,47,0,0,150,49,4,55,7,0,6,3,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Something in the Orange","zach bryan",1,2022,4,22,3282,12,449701773,67,84,46,16,117,110,59,22,38,42,0,12,3,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Murder In My Mind","kordhell",1,2022,1,21,2459,20,448843705,20,68,50,0,22,120,71,57,97,1,0,13,11,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Vegas (From the Original Motion Picture Soundtrack ELVIS)","doja cat",1,2022,5,6,4576,0,448500832,79,13,93,0,17,160,80,74,60,8,0,14,26,0,0,"Top 500",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Let It Snow! Let It Snow! Let It Snow!","dean martin",1,1959,11,16,6512,0,446390129,88,1,277,0,0,134,45,72,24,91,0,18,4,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Calm Down","rï¿½ï",1,2022,2,9,4013,10,445763624,107,44,750,22,NA,107,81,82,78,38,0,12,4,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Me and Your Mama","childish gambino",1,2016,11,10,8775,0,445590495,33,60,107,1,0,118,56,25,45,1,3,7,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Nostï¿½ï¿½l","chris brown, rvssian, rauw alejandro",3,2021,9,8,2780,2,436695353,86,76,59,0,16,98,73,60,85,17,0,24,5,1,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"PRC","natanael cano, peso pluma",2,2023,1,23,961,26,436027885,19,143,10,6,15,138,78,89,83,10,0,12,5,1,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Midnight Rain","taylor swift",1,2022,10,21,2612,4,433356509,19,29,21,0,0,140,64,18,37,72,0,12,7,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"We Don't Talk About Bruno","adassa, mauro castillo, stephanie beatriz, encanto - cast, rhenzy feliz, diane guerrero, carolina gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,NA,206,58,83,45,36,0,11,8,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Take My Breath","the weeknd",1,2021,8,6,6392,0,432702334,174,73,344,0,0,121,75,53,74,2,0,11,5,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"OMG","newjeans",1,2023,1,2,1783,27,430977451,26,124,15,1,22,127,80,74,77,36,0,11,4,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Last Night","morgan wallen",1,2023,1,31,2420,19,429829812,52,107,15,1,325,204,52,52,68,46,0,15,4,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Driving Home for Christmas - 2019 Remaster","chris rea",1,1986,1,1,888,0,429504768,50,0,6,0,0,180,51,87,58,36,0,18,4,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Super Freaky Girl","nicki minaj",1,2022,8,12,4827,0,428685680,104,17,76,9,2,133,95,91,89,6,0,31,24,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"OUT OUT (feat. Charli XCX & Saweetie)","charli xcx, jax jones, joel corry, saweetie",4,2021,8,13,6890,0,427486004,122,11,201,0,1,124,79,79,84,2,0,5,5,1,0,"Top 500",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"All For Us - from the HBO Original Series Euphoria","labrinth, zendaya",2,2019,8,4,5342,0,426204830,33,123,7,0,4,141,37,17,67,2,0,34,9,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Thunder","prezioso, gabry ponte, lum!x",3,2021,5,7,4846,10,422691058,54,16,259,0,13,101,67,40,90,3,0,34,6,1,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fuera del mercado","danny ocean",1,2022,2,17,2499,21,421365166,68,24,43,1,0,92,45,27,67,32,0,13,14,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Notion","the rare occasions",1,2016,8,5,2393,0,421135627,22,13,65,0,6,160,31,30,88,7,0,8,8,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Better Days (NEIKED x Mae Muller x Polo G)","neiked, mae muller, polo g",3,2021,9,24,4091,0,421040617,105,2,73,13,1,110,72,67,68,0,0,14,4,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Un Ratito","bad bunny",1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,79,22,55,31,0,12,5,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"The Color Violet","tory lanez",1,2021,12,10,2585,32,415932686,3,79,21,1,54,105,65,46,53,16,0,9,5,0,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Happier Than Ever - Edit","billie eilish",1,2021,7,28,1959,0,412795151,19,0,38,0,0,81,45,12,57,7,0,23,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Those Eyes","new west",1,2019,5,10,1507,14,411747614,24,71,44,1,195,120,60,24,35,73,0,31,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Angel Baby","troye sivan",1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,56,41,57,1,0,13,3,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Shut up My Moms Calling","hotel ugly",1,2020,2,10,1788,14,405136812,1,50,19,0,19,139,48,37,41,32,0,10,10,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"No Se Va","grupo frontera",1,2022,4,28,924,18,404887295,17,80,22,9,38,173,59,69,53,12,0,23,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sleigh Ride","the ronettes",1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,53,84,77,40,0,32,3,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Karma","taylor swift",1,2022,10,21,3818,23,404562836,37,55,32,0,272,90,64,10,62,7,0,48,7,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Wonderful Christmastime - Edited Version / Remastered 2011","paul mccartney",1,1979,11,16,1685,0,403939487,1,0,29,0,0,95,75,74,58,36,0,9,3,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Un Coco","bad bunny",1,2022,5,6,1029,28,403231558,5,28,9,0,0,152,84,74,69,21,0,18,6,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"ýýýýýýýýýýýýýýýýýýýýý","fujii kaze",1,2020,5,20,685,14,403097450,24,94,9,0,23,158,60,52,76,17,0,19,5,0,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Superhero (Heroes & Villains) [with Future & Chris Brown]","future, chris brown, metro boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,72,45,59,14,0,20,21,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Snooze","sza",1,2022,12,9,2839,25,399686758,58,156,42,1,236,143,56,39,55,14,0,11,13,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Ditto","newjeans",1,2022,12,19,1154,22,397582059,28,125,11,1,51,134,81,18,64,3,0,10,11,0,0,"Top 500",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A Holly Jolly Christmas - Single Version","burl ives",1,1952,1,1,7930,0,395591396,108,120,73,0,0,140,67,81,36,64,0,15,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"White Christmas","bing crosby, john scott trotter & his orchestra, ken darby singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,23,19,25,91,0,40,3,1,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Jordan","ryan castro",1,2021,4,30,2844,2,394030335,29,2,35,1,0,180,80,71,68,6,0,10,37,0,0,"Top 500",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Medallo","justin quiles, lenny tavï¿½ï¿½rez, bl",3,2021,10,27,2780,2,393230256,54,21,57,1,0,90,79,79,70,57,0,66,8,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Is There Someone Else?","the weeknd",1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,70,60,58,4,0,16,3,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"The Christmas Song (Merry Christmas To You) - Remastered 1999","nat king cole",1,1946,11,1,11500,0,389771964,140,72,251,0,0,139,36,22,15,84,0,11,4,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daylight","david kushner",1,2023,4,14,3528,98,387570742,80,156,182,24,NA,130,51,32,43,83,0,9,3,0,0,"Top 500",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mary On A Cross","ghost",1,2019,9,13,2668,2,387080183,38,266,78,0,141,130,47,56,90,0,0,10,4,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Belly Dancer","byor, imanbek",2,2022,2,18,5115,13,383835984,109,38,301,1,33,122,85,42,80,6,0,17,14,1,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Smokin Out The Window","bruno mars, anderson .paak, silk sonic",3,2021,11,5,4963,0,383550148,63,40,76,0,0,82,63,85,62,6,0,35,4,1,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"In The Stars","benson boone",1,2022,4,29,2224,8,382199619,48,40,87,1,210,78,36,30,54,34,0,14,5,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Punto G","quevedo",1,2022,11,4,1985,35,381161027,34,26,37,5,1,92,75,55,76,25,0,10,15,0,0,"Top 500",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Monotonï¿½","ozuna, shakira",2,2022,10,19,3645,15,380726517,118,34,150,4,19,132,87,82,70,42,0,21,5,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Selfish","pnb rock",1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,64,4,60,11,0,19,4,0,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Praise God","kanye west",1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,80,21,55,1,0,26,17,0,0,"Top 500",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LA FAMA (with The Weeknd)","the weeknd, rosalï¿½",2,2021,11,11,4640,3,374706940,81,93,507,6,4,136,77,82,30,95,0,13,5,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Tiago PZK: Bzrp Music Sessions, Vol. 48","bizarrap, tiago pzk",2,2021,12,29,1678,12,374191487,20,4,15,1,3,96,66,76,82,47,0,10,32,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"People","libianca",1,2022,12,2,3506,56,373199958,105,64,169,8,529,198,59,71,42,55,0,10,7,0,0,"Top 500",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Bloody Mary","lady gaga",1,2011,1,1,3909,0,372476382,66,26,277,3,734,100,59,49,65,2,0,13,3,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Alien Blues","vundabar",1,2015,7,24,1930,0,370068639,3,0,28,0,1,82,47,44,76,8,91,9,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Something In The Way - Remastered 2021","nirvana",1,1991,9,24,9514,0,368646862,45,27,NA,0,43,106,44,8,20,74,42,11,3,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"You Proof","morgan wallen",1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,73,64,85,25,0,61,3,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Bebe Dame","fuerza regida, grupo frontera",2,2022,12,16,849,22,367316268,27,129,21,7,111,157,54,75,60,30,0,7,5,1,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Kesariya (From ""Brahmastra"")","pritam, arijit singh, amitabh bhattacharya",3,2022,7,17,292,6,366599607,26,98,4,0,0,94,58,44,57,57,0,10,3,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Matilda","harry styles",1,2022,5,20,3218,3,366214458,29,10,79,0,0,114,51,39,29,90,0,10,4,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hype Boy","newjeans",1,2022,8,1,892,17,363472647,20,119,12,2,7,100,59,78,94,27,0,29,23,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Acapulco","jason derulo",1,2021,9,1,3098,0,363467642,111,5,182,1,0,122,77,51,79,5,0,16,5,0,0,"Top 500",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Like Crazy","jimin",1,2023,3,24,596,68,363369738,8,104,23,2,29,120,63,36,73,0,0,36,4,0,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Vista Al Mar","quevedo",1,2022,9,8,1769,34,362361576,16,19,21,3,4,105,76,49,56,80,12,10,13,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BESO","rauw alejandro, rosalï¿½",2,2023,3,24,4053,50,357925728,82,121,182,12,171,95,77,53,64,74,0,17,14,1,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"METAMORPHOSIS","interworld",1,2021,11,25,1561,24,357580552,18,78,24,0,30,175,59,15,64,43,90,12,10,0,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I Hate U","sza",1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,54,41,39,51,0,11,16,0,0,"Top 500",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ley Seca","anuel aa, jhay cortez",2,2021,9,2,2012,0,355219175,101,12,38,0,0,105,76,58,84,10,0,13,10,1,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"BREAK MY SOUL","beyoncï¿",1,2022,6,21,9724,0,354614964,222,61,259,14,2,115,70,87,88,4,0,26,8,0,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"El Azul","junior h, peso pluma",2,2023,2,10,692,25,354495408,10,107,6,3,62,144,56,84,65,23,0,10,6,1,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Sad Girlz Luv Money Remix (feat. Kali Uchis)","kali uchis, amaarae, moliy",3,2021,9,16,3643,0,354065229,69,3,70,0,3,110,86,31,53,43,0,11,6,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Merry Christmas Everyone","shakin' stevens",1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,72,91,87,14,0,13,3,0,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"You Belong With Me (Taylorï¿½ï¿½ï¿½s Ve","taylor swift",1,2021,4,9,2619,12,350381515,47,90,1,0,7,130,63,49,73,5,0,9,3,0,0,"Top 500",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"X ï¿½ï¿½LTIMA","daddy yankee, bad bunny",2,2022,3,25,2697,1,349746291,55,3,32,0,0,90,81,59,83,9,0,11,5,1,0,"Top 500",1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Fingers Crossed","lauren spencer smith, lauren spencer smith, lauren spencer smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,60,45,47,62,0,31,5,1,0,"Top 500",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"You're On Your Own, Kid","taylor swift",1,2022,10,21,2537,2,348647203,8,18,20,0,1,120,69,40,39,41,0,13,6,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"this is what falling in love feels like","jvke",1,2021,9,3,2005,0,346127840,16,5,43,0,7,129,42,33,44,62,0,8,6,0,0,"Top 500",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"The Feels","twice",1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,81,92,90,9,0,8,7,0,0,"Top 500",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"CHORRITO PA LAS ANIMAS","feid",1,2022,12,2,2321,36,345031710,29,65,34,5,3,96,74,61,83,11,0,35,6,0,0,"Top 500",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Andrea","buscabulla, bad bunny",2,2022,5,6,1195,0,344055883,8,30,13,1,1,103,80,45,62,76,0,10,38,1,0,"Top 500",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"she's all i wanna be","tate mcrae",1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,61,65,64,1,0,12,4,0,0,"Top 500",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Nonsense","sabrina carpenter",1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,74,68,68,3,0,26,4,0,0,"Top 500",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Super Gremlin","kodak black",1,2021,10,30,2551,0,342779426,52,15,35,0,1,73,83,11,41,0,0,36,14,0,0,"Top 500",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Out of Time","the weeknd",1,2022,1,7,3711,0,339659802,49,88,62,0,NA,93,65,82,74,27,0,32,5,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Demasiadas Mujeres","c. tangana",1,2020,10,8,2226,0,339473453,36,2,11,0,14,126,67,37,46,13,0,10,39,0,0,"Top 500",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"TV","billie eilish",1,2022,7,21,3009,2,338564981,68,89,65,0,25,141,41,9,25,84,1,14,4,0,0,"Top 500",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
